playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8462196,2008,Stephane Robidas,DAL,D,other,72,6729.0,105.0,31.93,0.51,0.36,0.59,0.46,0.58,0.46,134.0,22.3,1.91,1.59,4.82,0.81,14.8,8.2,1.8,1.91,1.8,3.0,1.0,24.0,10.0,16.0,50.0,4.0,0.0,1.0,0.0,3.0,2.0,18.0,10.0,24.0,34.0,3.0,6.0,0.0,9.0,2.0,3.0,28.0,4.0,2.0,0.92,0.46,0.53,0.0,0.0,0.0,50.0,34.0,34.0,0.0,0.49,0.13,0.07,2.27,2.27,2.14,105.0,26.0,25.0,25.0,29.0,7.0,10.0,20.0,68.0,0.0,0.0,5938.0,6.0,0.0,0.0,3.0,84.29,13.21,12.22,13.21,12.22,92.0,38.0,38.0,168.0,11.0,14.0,3.0,82.0,32.0,16.0,3.33,4.02,5.86,4.0,3.0,4.0,168.0,130.0,130.0,1.98,3.6,3.26,11.22,11.22,10.55,62.46,12.64,12.11,12.64,12.11,65.0,30.0,23.0,118.0,11.0,10.0,2.0,61.0,16.0,18.0,2.14,2.05,8.45,3.0,0.0,8.0,118.0,95.0,95.0,1.24,2.12,2.12,11.44,11.44,11.1,6.79,12.11,106.0,122.0,0.14,0.0,4.0,0.0,3.0,0.0
8462196,2008,Stephane Robidas,DAL,D,all,72,105958.0,2026.0,31.71,0.53,0.45,0.53,0.49,0.53,0.5,114.0,163.56,9.17,11.35,38.96,5.25,104.62,69.79,8.65,9.14,8.62,12.0,11.0,158.0,83.0,101.0,342.0,26.0,3.0,13.0,0.0,32.0,8.0,112.0,73.0,155.0,238.0,39.0,76.0,1.0,221.0,28.0,44.0,221.0,14.0,6.0,5.32,1.71,2.14,2.0,1.0,0.0,340.26,241.0,240.05,31.0,2.71,3.16,0.25,11.57,11.55,10.97,2026.0,284.0,317.0,409.0,1016.0,250.0,252.0,370.0,1154.0,1.0,0.0,157427.0,76.0,26.0,13.0,109.0,906.45,90.96,85.99,91.04,86.01,932.0,356.0,342.0,1630.0,95.0,77.0,20.0,958.0,243.0,87.0,28.82,29.82,32.32,24.0,35.0,36.0,1623.48,1288.0,1284.46,15.11,18.04,17.75,86.94,86.82,84.2,790.57,79.35,77.02,79.92,77.57,779.0,347.0,340.0,1466.0,83.0,52.0,14.0,841.0,203.0,82.0,25.35,24.13,29.87,24.0,24.0,35.0,1474.13,1126.0,1130.82,12.35,11.59,11.93,78.4,78.89,77.25,95.61,116.39,2161.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0
8462196,2008,Stephane Robidas,DAL,D,5on5,72,74053.0,1480.0,31.71,0.51,0.47,0.5,0.5,0.51,0.51,160.0,66.94,2.16,3.7,18.15,2.28,40.78,31.94,2.12,2.13,2.09,6.0,6.0,65.0,34.0,47.0,146.0,14.0,2.0,6.0,0.0,17.0,3.0,38.0,33.0,63.0,97.0,30.0,60.0,1.0,162.0,17.0,33.0,97.0,2.0,0.0,1.84,0.32,0.0,2.0,0.0,0.0,144.26,99.0,98.05,27.0,0.73,1.46,0.13,2.75,2.72,2.68,1480.0,137.0,171.0,330.0,842.0,194.0,195.0,252.0,839.0,1.0,0.0,121250.0,60.0,22.0,11.0,85.0,573.86,47.72,45.48,47.8,45.5,586.0,218.0,210.0,1014.0,59.0,42.0,13.0,619.0,150.0,35.0,18.69,18.83,10.2,19.0,24.0,16.0,1007.48,804.0,800.46,7.6,9.91,9.84,45.03,44.91,44.08,552.96,45.36,44.29,45.93,44.84,546.0,234.0,247.0,1027.0,44.0,33.0,11.0,607.0,133.0,40.0,18.8,15.62,10.94,14.0,17.0,13.0,1035.13,780.0,784.82,7.35,7.31,7.65,44.28,44.77,44.13,66.29,74.66,1678.0,1647.0,3.64,0.18,91.0,10.0,74.0,8.0
8462196,2008,Stephane Robidas,DAL,D,4on5,72,10397.0,235.0,30.26,0.07,0.08,0.12,0.13,0.13,0.15,203.0,4.47,0.27,0.21,0.46,0.12,1.36,3.58,0.27,0.27,0.27,0.0,1.0,5.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,6.0,2.0,4.0,0.0,36.0,5.0,4.0,5.0,1.0,0.0,0.1,0.17,0.0,0.0,0.0,0.0,7.0,6.0,6.0,4.0,0.05,0.0,0.0,0.32,0.32,0.32,235.0,5.0,116.0,28.0,86.0,14.0,32.0,46.0,143.0,0.0,0.0,15670.0,4.0,0.0,0.0,2.0,20.85,1.48,1.46,1.48,1.46,25.0,5.0,7.0,37.0,1.0,2.0,0.0,24.0,5.0,1.0,0.67,0.57,0.23,0.0,1.0,0.0,37.0,30.0,30.0,0.23,0.27,0.31,1.32,1.32,1.32,144.73,18.46,17.74,18.46,17.74,133.0,73.0,63.0,269.0,26.0,9.0,1.0,139.0,46.0,21.0,3.42,5.51,9.53,7.0,6.0,13.0,269.0,206.0,206.0,3.42,2.16,2.16,19.59,19.59,18.94,2.24,27.37,57.0,380.0,0.15,0.0,3.0,0.0,3.0,0.0
8462196,2008,Stephane Robidas,DAL,D,5on4,72,14779.0,206.0,31.69,0.92,0.93,0.9,0.88,0.89,0.86,123.0,68.33,4.79,5.8,15.1,2.01,47.06,25.24,4.43,4.79,4.43,3.0,3.0,62.0,38.0,37.0,137.0,7.0,1.0,6.0,0.0,11.0,2.0,55.0,25.0,61.0,99.0,4.0,6.0,0.0,14.0,3.0,4.0,89.0,7.0,4.0,2.41,0.76,1.61,0.0,1.0,0.0,137.0,100.0,100.0,0.0,1.44,1.58,0.05,6.19,6.19,5.77,206.0,116.0,5.0,26.0,59.0,35.0,15.0,52.0,104.0,0.0,0.0,13516.0,6.0,4.0,2.0,19.0,223.0,28.2,26.49,28.2,26.49,223.0,95.0,87.0,405.0,24.0,18.0,4.0,228.0,56.0,34.0,5.99,6.39,15.82,1.0,7.0,16.0,405.0,318.0,318.0,5.25,4.05,4.14,29.18,29.18,28.07,26.11,2.57,2.57,2.57,2.57,31.0,8.0,7.0,46.0,2.0,0.0,0.0,29.0,7.0,3.0,0.81,0.81,0.96,0.0,1.0,1.0,46.0,39.0,39.0,0.28,0.0,0.0,2.72,2.72,2.72,19.15,1.47,294.0,42.0,0.13,0.0,6.0,0.0,6.0,0.0
8470144,2008,Frans Nielsen,NYI,C,other,59,3350.0,67.0,28.63,0.59,0.29,0.65,0.43,0.67,0.38,168.0,5.79,0.64,0.45,1.37,0.31,3.06,2.23,0.61,0.64,0.61,3.0,1.0,5.0,4.0,1.0,10.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,5.0,9.0,0.0,0.0,24.0,1.0,2.0,1.0,6.0,2.0,1.0,0.18,0.18,0.27,0.0,0.0,0.0,10.0,9.0,9.0,0.0,0.14,0.27,0.27,0.44,0.44,0.43,67.0,23.0,14.0,9.0,21.0,7.0,5.0,8.0,47.0,24.0,24.0,6691.0,0.0,4.0,2.0,1.0,36.52,5.17,4.74,5.17,4.74,38.0,18.0,14.0,70.0,6.0,4.0,1.0,40.0,9.0,7.0,1.27,1.07,2.83,4.0,2.0,0.0,70.0,56.0,56.0,0.96,0.75,1.67,4.19,4.19,4.1,18.19,3.66,3.41,3.66,3.41,21.0,7.0,10.0,38.0,5.0,1.0,1.0,17.0,7.0,4.0,0.6,0.87,2.19,2.0,0.0,3.0,38.0,28.0,28.0,0.34,0.07,0.07,3.86,3.86,3.6,6.87,16.44,110.0,145.0,0.1,0.0,5.0,1.0,4.0,1.0
8470144,2008,Frans Nielsen,NYI,C,all,59,58553.0,1305.0,32.7,0.58,0.42,0.55,0.43,0.54,0.43,278.0,102.58,12.58,7.56,21.86,3.55,54.41,42.1,11.79,12.5,11.71,11.0,13.0,101.0,42.0,44.0,187.0,33.0,9.0,14.0,3.0,21.0,2.0,43.0,54.0,92.0,134.0,9.0,18.0,358.0,29.0,44.0,34.0,102.0,24.0,17.0,3.39,3.05,6.14,3.0,1.0,5.0,186.22,143.0,142.62,11.0,1.78,3.12,3.36,10.95,10.89,10.31,1305.0,243.0,211.0,193.0,658.0,147.0,195.0,203.0,760.0,358.0,400.0,156350.0,18.0,53.0,25.0,39.0,559.35,60.2,56.03,59.85,55.68,576.0,216.0,291.0,1083.0,56.0,52.0,11.0,594.0,128.0,70.0,17.16,15.85,27.19,16.0,19.0,21.0,1073.92,792.0,786.24,9.84,10.59,12.89,56.83,56.54,53.52,479.38,43.49,42.18,44.09,42.77,500.0,181.0,212.0,893.0,46.0,38.0,9.0,528.0,109.0,44.0,14.74,13.64,15.11,20.0,11.0,15.0,908.32,681.0,691.07,7.31,6.93,6.98,43.69,44.22,43.2,97.84,136.48,2199.0,2860.0,0.0,0.0,0.0,0.0,0.0,0.0
8470144,2008,Frans Nielsen,NYI,C,5on5,59,38706.0,896.0,32.7,0.48,0.47,0.5,0.45,0.49,0.46,433.0,63.23,6.09,4.33,14.31,2.01,34.02,27.23,5.9,6.0,5.82,4.0,4.0,66.0,22.0,30.0,118.0,13.0,5.0,5.0,2.0,13.0,2.0,29.0,34.0,61.0,83.0,6.0,12.0,243.0,26.0,29.0,16.0,68.0,13.0,7.0,2.47,1.71,1.91,3.0,0.0,2.0,117.22,88.0,87.62,7.0,0.89,0.48,1.11,5.88,5.82,5.72,896.0,112.0,125.0,157.0,502.0,108.0,145.0,128.0,515.0,243.0,282.0,121761.0,12.0,43.0,20.0,30.0,323.13,25.3,24.76,24.95,24.42,337.0,120.0,183.0,640.0,23.0,22.0,5.0,371.0,66.0,20.0,11.1,7.92,6.28,9.0,8.0,6.0,630.93,457.0,451.24,4.2,4.13,4.36,25.07,24.79,24.5,342.3,27.01,26.38,27.6,26.96,346.0,137.0,153.0,636.0,27.0,27.0,5.0,383.0,75.0,25.0,10.89,9.46,6.67,13.0,11.0,3.0,651.32,483.0,493.06,4.57,5.56,5.61,25.91,26.43,26.11,73.47,84.18,1790.0,2160.0,2.31,1.46,42.0,42.0,32.0,29.0
8470144,2008,Frans Nielsen,NYI,C,4on5,59,6134.0,178.0,31.8,0.21,0.13,0.17,0.13,0.19,0.14,233.0,5.56,0.87,0.4,0.68,0.15,1.54,3.36,0.86,0.87,0.86,1.0,0.0,7.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,6.0,1.0,2.0,31.0,0.0,12.0,4.0,2.0,4.0,1.0,0.12,0.44,0.31,0.0,1.0,0.0,8.0,7.0,7.0,3.0,0.09,0.15,0.37,0.59,0.59,0.59,178.0,3.0,68.0,12.0,95.0,8.0,35.0,29.0,106.0,31.0,44.0,16345.0,2.0,0.0,0.0,0.0,22.2,2.78,2.65,2.78,2.65,28.0,3.0,4.0,35.0,4.0,4.0,1.0,18.0,9.0,4.0,0.49,1.0,1.29,1.0,2.0,1.0,35.0,31.0,31.0,0.3,0.56,0.87,2.21,2.21,2.2,92.09,10.5,10.09,10.5,10.09,103.0,27.0,46.0,176.0,11.0,7.0,1.0,97.0,21.0,12.0,2.54,2.51,5.46,3.0,0.0,8.0,176.0,130.0,130.0,2.11,1.0,1.01,11.61,11.61,11.19,4.12,27.78,68.0,456.0,0.01,0.06,1.0,3.0,1.0,1.0
8470144,2008,Frans Nielsen,NYI,C,5on4,59,10363.0,164.0,31.45,0.93,0.86,0.9,0.84,0.87,0.82,245.0,27.29,4.96,2.34,5.29,1.05,15.43,8.93,4.38,4.96,4.38,3.0,7.0,22.0,16.0,11.0,49.0,13.0,3.0,7.0,1.0,6.0,0.0,11.0,11.0,19.0,35.0,1.0,2.0,59.0,2.0,1.0,12.0,25.0,5.0,8.0,0.59,0.72,3.66,0.0,0.0,3.0,49.0,38.0,38.0,1.0,0.65,2.22,1.61,4.0,4.0,3.52,164.0,105.0,4.0,15.0,40.0,24.0,10.0,38.0,92.0,59.0,42.0,9899.0,2.0,6.0,3.0,7.0,176.07,26.86,23.8,26.86,23.8,171.0,75.0,89.0,335.0,22.0,22.0,4.0,163.0,44.0,39.0,4.21,5.85,16.8,1.0,7.0,14.0,335.0,246.0,246.0,4.36,5.15,5.99,25.23,25.23,22.6,24.59,2.16,2.14,2.16,2.14,29.0,8.0,2.0,39.0,3.0,3.0,2.0,29.0,5.0,3.0,0.68,0.68,0.8,2.0,0.0,1.0,39.0,37.0,37.0,0.26,0.3,0.3,2.12,2.12,2.12,11.07,1.76,200.0,39.0,0.01,0.07,2.0,3.0,1.0,3.0
